loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,applicant_age
4170,4,Not Graduate,Yes,3500000.0,11900000.0,20,685,3100000,100000,4100000,2100000,Approved,48
4171,1,Not Graduate,No,18000000.0,98350000.0,20,617,10000000,10400000,27500000,4000000,Approved,53
4172,1,Graduate,Yes,21000000.0,91700000.0,20,493,19400000,11500000,17900000,6900000,Approved,53
4173,4,Not Graduate,No,10750000.0,48650000.0,20,744,10100000,100000,8600000,3300000,Approved,42
4174,0,Not Graduate,Yes,22000000.0,104300000.0,20,300,20000000,4900000,33300000,12200000,Rejected,48
4175,4,Not Graduate,No,10000000.0,52850000.0,20,650,8700000,6900000,12200000,4400000,Approved,50
4176,3,Not Graduate,Yes,17250000.0,62650000.0,20,344,7700000,11200000,15400000,8700000,Rejected,67
4177,4,Graduate,No,24000000.0,115500000.0,20,300,5800000,8500000,30100000,4900000,Rejected,58
4178,2,Not Graduate,No,17250000.0,57750000.0,20,635,19600000,8600000,27100000,3600000,Approved,48
4179,1,Not Graduate,Yes,9000000.0,46900000.0,20,582,5200000,6700000,7300000,3300000,Approved,54
4180,2,Not Graduate,No,4750000.0,16100000.0,20,437,3000000,1300000,4800000,1100000,Approved,59
4181,3,Not Graduate,Yes,24250000.0,107800000.0,20,321,12700000,3800000,37300000,10400000,Rejected,46
4182,2,Not Graduate,No,3000000.0,14350000.0,20,347,2700000,700000,3700000,1300000,Rejected,44
4183,1,Not Graduate,No,1000000.0,5600000.0,20,634,800000,700000,700000,100000,Approved,43
4184,2,Graduate,No,16500000.0,75250000.0,20,321,13700000,9800000,17100000,4800000,Rejected,47
4185,2,Graduate,No,3750000.0,11550000.0,20,613,300000,1200000,5400000,700000,Approved,61
4186,4,Not Graduate,No,8750000.0,33250000.0,20,505,9900000,6600000,9400000,3100000,Approved,59
4187,3,Not Graduate,Yes,10000000.0,30100000.0,20,517,11500000,6300000,15300000,3500000,Approved,67
4188,3,Not Graduate,No,10250000.0,49350000.0,20,300,900000,800000,8900000,5300000,Rejected,50
4189,4,Graduate,No,14500000.0,64750000.0,20,300,1400000,5500000,17100000,6500000,Rejected,44
4190,4,Graduate,Yes,21500000.0,81550000.0,20,635,18800000,3800000,23500000,4500000,Approved,65
4191,2,Graduate,No,11250000.0,39900000.0,20,300,11600000,3000000,14300000,2900000,Rejected,44
4192,2,Graduate,Yes,24750000.0,130550000.0,20,300,600000,900000,27400000,14200000,Rejected,47
4193,1,Not Graduate,Yes,8000000.0,28350000.0,20,520,9100000,3800000,9200000,1900000,Approved,69
4194,5,Graduate,Yes,22250000.0,66850000.0,20,300,13300000,11400000,29500000,10000000,Rejected,65
4195,5,Not Graduate,Yes,5250000.0,17150000.0,20,501,2500000,2100000,6100000,1800000,Approved,59
4196,1,Graduate,No,17750000.0,91000000.0,20,577,4300000,9500000,18900000,8900000,Approved,57
4197,2,Graduate,Yes,19500000.0,101150000.0,20,496,1800000,1800000,17700000,11000000,Approved,68
4198,3,Not Graduate,Yes,21500000.0,81200000.0,20,744,22100000,13900000,29200000,4500000,Approved,59
4199,3,Graduate,Yes,12750000.0,59500000.0,20,327,1700000,3300000,13700000,6300000,Rejected,44
4200,5,Not Graduate,No,1500000.0,7000000.0,20,661,300000,400000,1900000,600000,Approved,66
4201,0,Graduate,Yes,16500000.0,74200000.0,20,300,1000000,9600000,14800000,9500000,Rejected,47
4202,0,Not Graduate,Yes,11750000.0,59500000.0,20,652,3600000,1600000,17800000,2700000,Approved,68
4203,2,Graduate,Yes,19250000.0,68950000.0,20,735,19900000,14600000,22000000,8000000,Approved,49
4204,4,Graduate,Yes,16000000.0,76650000.0,20,300,7000000,10000000,24600000,4100000,Rejected,47
4205,2,Graduate,No,2750000.0,8750000.0,20,465,2800000,1700000,2300000,1300000,Approved,47
4206,2,Not Graduate,No,22250000.0,62300000.0,20,453,3300000,17600000,29000000,13100000,Approved,53
4207,0,Not Graduate,Yes,5250000.0,29050000.0,20,615,-100000,3600000,7700000,2100000,Approved,55
4208,4,Not Graduate,Yes,5750000.0,20300000.0,20,319,6100000,4200000,7900000,2400000,Rejected,42
4209,3,Graduate,No,20750000.0,61950000.0,20,698,10500000,1100000,18700000,5900000,Approved,63
4210,4,Graduate,No,2250000.0,9450000.0,20,300,400000,1200000,2200000,1200000,Rejected,57
4211,3,Not Graduate,Yes,23000000.0,122500000.0,20,566,1100000,10200000,33600000,11400000,Approved,65
4212,3,Graduate,No,24500000.0,99050000.0,20,565,19500000,9600000,28800000,9200000,Approved,47
4213,0,Not Graduate,No,500000.0,2100000.0,20,533,400000,200000,400000,0,Approved,49
4214,2,Not Graduate,Yes,8000000.0,33950000.0,20,587,7300000,3500000,9700000,2600000,Approved,63
4215,5,Not Graduate,No,19500000.0,94500000.0,20,578,4400000,13100000,18500000,7400000,Approved,41
4216,1,Graduate,No,20750000.0,105000000.0,20,300,12800000,10800000,23800000,9400000,Rejected,57
4217,1,Graduate,Yes,5250000.0,18200000.0,20,652,100000,600000,6400000,2500000,Approved,53
4218,5,Not Graduate,Yes,1000000.0,4900000.0,20,333,1100000,700000,800000,100000,Approved,44
4219,3,Graduate,Yes,19250000.0,76300000.0,20,534,100000,600000,15600000,5500000,Approved,52
4220,4,Graduate,Yes,14000000.0,57750000.0,20,542,14500000,7800000,18000000,7400000,Approved,57
4221,0,Graduate,No,21000000.0,108500000.0,20,633,19000000,13300000,30600000,6900000,Approved,56
4222,3,Graduate,Yes,3250000.0,15050000.0,20,300,600000,900000,5200000,1200000,Rejected,66
4223,0,Not Graduate,No,21750000.0,105700000.0,20,300,14200000,14800000,28200000,6100000,Rejected,42
4224,0,Not Graduate,No,6750000.0,29400000.0,20,460,900000,1900000,6100000,2800000,Approved,58
4225,5,Graduate,Yes,2000000.0,6300000.0,20,731,300000,1100000,2600000,400000,Approved,62
4226,5,Graduate,Yes,9500000.0,36050000.0,20,456,7700000,1900000,9900000,2700000,Approved,60
4227,5,Graduate,Yes,1750000.0,9100000.0,20,719,1100000,500000,1400000,500000,Approved,47
4228,4,Graduate,Yes,1000000.0,4900000.0,20,346,400000,200000,1100000,400000,Approved,62
4229,1,Graduate,Yes,8000000.0,32550000.0,20,333,6700000,1900000,7800000,3600000,Rejected,66
4230,3,Graduate,No,18750000.0,77700000.0,20,591,6600000,6900000,17600000,11000000,Approved,60
4231,2,Not Graduate,No,9250000.0,47250000.0,20,670,4700000,1600000,14000000,5300000,Approved,56
4232,5,Graduate,No,8250000.0,31850000.0,20,547,8800000,1800000,11300000,2600000,Approved,52
4233,1,Graduate,Yes,500000.0,1750000.0,20,563,0,200000,500000,100000,Approved,48
4234,1,Not Graduate,No,17750000.0,59500000.0,20,604,1100000,500000,27000000,6800000,Approved,61
4235,3,Not Graduate,Yes,3750000.0,17850000.0,20,687,4100000,1000000,3300000,1400000,Approved,56
4236,0,Not Graduate,No,7500000.0,22750000.0,20,541,7800000,4500000,8900000,2500000,Approved,52
4237,3,Graduate,Yes,4750000.0,18550000.0,20,300,2300000,3500000,5000000,2600000,Rejected,50
4238,0,Not Graduate,No,22750000.0,105350000.0,20,300,26200000,9500000,18800000,5900000,Rejected,65
4239,0,Not Graduate,No,5500000.0,26250000.0,20,300,3400000,600000,6200000,1500000,Approved,42
4240,0,Not Graduate,Yes,21000000.0,80500000.0,20,305,400000,13400000,29800000,9400000,Rejected,47
4241,1,Graduate,Yes,1000000.0,2450000.0,20,637,1000000,200000,1600000,500000,Approved,60
4242,2,Graduate,Yes,14000000.0,55300000.0,20,598,10300000,100000,21700000,6300000,Approved,55
4243,5,Not Graduate,Yes,20500000.0,94850000.0,20,493,15400000,7700000,21300000,4100000,Approved,41
4244,0,Not Graduate,Yes,4000000.0,11900000.0,20,717,-100000,2700000,4300000,1300000,Approved,49
4245,3,Not Graduate,No,4500000.0,19600000.0,20,710,1900000,1700000,4300000,900000,Approved,60
4246,5,Not Graduate,Yes,16250000.0,83650000.0,20,357,500000,10200000,15900000,8000000,Approved,69
4247,1,Graduate,Yes,7750000.0,40250000.0,20,721,1500000,2400000,7100000,3600000,Approved,59
4248,3,Not Graduate,No,7750000.0,34300000.0,20,670,6400000,5200000,10900000,4400000,Approved,62
4249,4,Graduate,Yes,13250000.0,50750000.0,20,300,12600000,4900000,10500000,3500000,Rejected,49
4250,4,Graduate,No,2750000.0,14000000.0,20,737,2400000,1500000,4200000,1600000,Approved,50
4251,1,Graduate,Yes,15000000.0,46900000.0,20,581,1300000,4300000,21300000,6900000,Approved,62
4252,0,Graduate,Yes,15250000.0,51100000.0,20,495,14500000,200000,23000000,4600000,Approved,67
4253,3,Not Graduate,No,10250000.0,49350000.0,20,300,7600000,2100000,8400000,2200000,Rejected,53
4254,5,Graduate,Yes,17500000.0,91700000.0,20,746,13100000,6600000,23600000,5700000,Approved,44
4255,0,Not Graduate,Yes,22250000.0,96950000.0,20,300,18200000,14900000,33700000,6100000,Rejected,58
4256,4,Graduate,No,12000000.0,42000000.0,20,300,8400000,1300000,18200000,3200000,Rejected,50
4257,3,Graduate,Yes,18500000.0,64050000.0,20,300,14300000,12600000,17900000,9800000,Rejected,41
4258,0,Graduate,No,24250000.0,96250000.0,20,300,13400000,16500000,20000000,8200000,Rejected,49
4259,5,Graduate,Yes,24250000.0,79100000.0,20,300,23500000,12900000,26800000,13000000,Rejected,57
4260,0,Not Graduate,Yes,11250000.0,40250000.0,20,359,13400000,2300000,15400000,5900000,Rejected,60
4261,5,Graduate,No,22000000.0,102550000.0,20,410,16800000,13900000,31100000,9900000,Approved,59
4262,3,Graduate,Yes,7500000.0,26250000.0,20,731,1400000,4500000,6100000,2300000,Approved,52
4263,5,Graduate,No,3250000.0,10500000.0,20,390,1000000,2300000,3200000,1900000,Rejected,43
4264,3,Graduate,No,12500000.0,44450000.0,20,715,4700000,8100000,19500000,6300000,Approved,60
4265,5,Graduate,Yes,2500000.0,8050000.0,20,300,2800000,500000,3300000,800000,Rejected,57
4266,0,Not Graduate,Yes,8250000.0,39550000.0,20,409,4200000,2900000,11000000,1900000,Approved,47
4267,2,Not Graduate,No,16250000.0,83650000.0,20,307,1200000,12400000,18100000,7300000,Rejected,61
4268,1,Not Graduate,No,10250000.0,44800000.0,20,630,8200000,700000,14100000,5800000,Approved,65
4269,1,Graduate,No,23000000.0,103950000.0,20,457,17800000,11800000,35700000,12000000,Approved,60
4270,3,Graduate,Yes,2000000.0,6300000.0,20,746,1200000,300000,1200000,400000,Approved,69
4271,5,Graduate,No,10750000.0,68600000.0,20,389,5400000,1400000,14100000,5300000,Rejected,43
4272,5,Graduate,Yes,12250000.0,59150000.0,20,745,400000,10200000,21900000,1200000,Approved,56
4273,3,Graduate,No,1000000.0,14000000.0,20,381,0,700000,1200000,200000,Rejected,42
4274,0,Not Graduate,Yes,18750000.0,73150000.0,20,671,7800000,7300000,19400000,8000000,Approved,59
4275,1,Graduate,No,4000000.0,24150000.0,20,597,500000,1700000,11400000,2100000,Approved,62
4276,2,Graduate,Yes,21750000.0,106750000.0,20,300,20500000,13900000,31000000,8400000,Rejected,48
4277,5,Graduate,Yes,14250000.0,49350000.0,20,663,15300000,9600000,21700000,6200000,Approved,57
4278,4,Not Graduate,Yes,11750000.0,44100000.0,20,499,5400000,3300000,11400000,5200000,Approved,54
4279,0,Graduate,No,12000000.0,40600000.0,20,685,9700000,4000000,8700000,5200000,Approved,43
4280,1,Not Graduate,Yes,12750000.0,50750000.0,20,440,7900000,1900000,7500000,7200000,Approved,52
4281,3,Graduate,No,5500000.0,19250000.0,20,300,1500000,1500000,7700000,900000,Rejected,63
4282,0,Graduate,No,2000000.0,10850000.0,20,684,1600000,8400000,4400000,3100000,Approved,61
4283,3,Graduate,Yes,10250000.0,40250000.0,20,360,11200000,5800000,13100000,4900000,Rejected,46
4284,1,Not Graduate,No,12750000.0,49700000.0,20,300,10100000,4000000,21700000,6200000,Rejected,54
4285,3,Graduate,Yes,19500000.0,78750000.0,20,469,24500000,8600000,25500000,9900000,Approved,67
4286,2,Graduate,No,3000000.0,38150000.0,20,566,8800000,100000,7500000,1900000,Approved,45
4287,2,Not Graduate,Yes,18000000.0,70000000.0,20,362,500000,10800000,22700000,7800000,Rejected,56
4288,1,Not Graduate,No,9750000.0,55650000.0,20,606,8300000,8600000,9700000,4700000,Approved,49
4289,4,Graduate,No,2000000.0,5950000.0,20,421,600000,0,3000000,400000,Approved,54
4290,4,Not Graduate,No,17000000.0,92050000.0,20,715,1700000,8100000,12300000,5800000,Approved,45
4291,3,Not Graduate,No,16250000.0,68250000.0,20,689,4200000,12500000,26700000,7500000,Approved,54
4292,5,Graduate,No,24750000.0,132650000.0,20,300,21400000,12400000,36100000,14100000,Rejected,61
4293,5,Not Graduate,No,17500000.0,46900000.0,20,739,10500000,3400000,23100000,7500000,Approved,49
4294,2,Not Graduate,No,21500000.0,93100000.0,20,720,23600000,4300000,20700000,7800000,Approved,58
4295,2,Not Graduate,Yes,18000000.0,45500000.0,20,727,5300000,3700000,19500000,7800000,Approved,53
4296,4,Graduate,Yes,4750000.0,25900000.0,20,300,3200000,2500000,8100000,1300000,Rejected,53
4297,4,Graduate,Yes,6000000.0,22750000.0,20,300,800000,1600000,4400000,1400000,Rejected,42
4298,1,Graduate,No,16000000.0,58800000.0,20,557,7400000,12300000,18200000,7900000,Approved,56
4299,5,Graduate,Yes,14500000.0,51100000.0,20,449,2200000,2800000,8900000,3200000,Approved,56
4300,3,Graduate,Yes,15250000.0,64750000.0,20,625,2700000,3400000,19600000,5700000,Approved,62
4301,2,Not Graduate,No,4750000.0,14700000.0,20,442,4700000,4000000,5400000,1600000,Approved,47
4302,4,Graduate,Yes,3500000.0,14000000.0,20,442,1600000,5600000,3400000,600000,Approved,53
4303,5,Graduate,Yes,7500000.0,19600000.0,20,300,12900000,1700000,16500000,4500000,Rejected,64
4304,0,Not Graduate,No,2500000.0,7350000.0,20,669,400000,2600000,6000000,2000000,Approved,58
4305,3,Not Graduate,No,17500000.0,72800000.0,20,311,15300000,5600000,21000000,4300000,Rejected,63
4306,4,Not Graduate,Yes,3500000.0,5250000.0,20,446,1800000,3700000,2900000,900000,Approved,66
4307,5,Graduate,Yes,23500000.0,99400000.0,20,300,22800000,14900000,33400000,11300000,Rejected,61
4308,2,Graduate,No,18000000.0,86100000.0,20,608,6200000,2000000,22300000,4200000,Approved,59
4309,1,Not Graduate,No,11750000.0,59150000.0,20,585,900000,3700000,11100000,4300000,Approved,57
4310,5,Graduate,Yes,3750000.0,9100000.0,20,461,3100000,800000,3300000,2100000,Approved,57
4311,3,Not Graduate,Yes,10000000.0,37800000.0,20,300,1600000,5600000,9900000,3100000,Rejected,45
4312,5,Graduate,No,6500000.0,40950000.0,20,459,1300000,6100000,6700000,3700000,Approved,64
4313,5,Not Graduate,Yes,1500000.0,8750000.0,20,565,200000,0,4100000,1100000,Approved,62
4314,4,Graduate,Yes,22750000.0,93450000.0,20,697,4400000,13000000,23200000,9700000,Approved,49
4315,4,Graduate,No,750000.0,4200000.0,20,625,900000,400000,1100000,300000,Approved,67
4316,0,Graduate,No,5250000.0,18900000.0,20,541,4500000,1900000,6400000,1800000,Approved,55
4317,2,Not Graduate,No,21750000.0,81200000.0,20,479,8100000,8900000,18600000,7100000,Approved,61
4318,1,Graduate,Yes,20500000.0,82950000.0,20,425,18700000,2200000,23800000,10900000,Approved,40
4319,3,Graduate,No,17250000.0,65450000.0,20,463,11000000,3700000,18600000,5300000,Approved,40
4320,0,Graduate,Yes,23000000.0,101850000.0,20,744,12900000,9400000,29000000,9300000,Approved,62
4321,4,Graduate,Yes,16000000.0,82600000.0,20,602,3800000,14200000,21100000,4800000,Approved,49
4322,4,Graduate,No,3750000.0,17500000.0,20,656,100000,2400000,7400000,3300000,Approved,44
4323,0,Graduate,No,12000000.0,60550000.0,20,354,5200000,2600000,16400000,3400000,Rejected,55
4324,0,Not Graduate,Yes,1750000.0,10500000.0,20,300,1700000,2100000,700000,700000,Rejected,58
4325,4,Graduate,No,14750000.0,50050000.0,20,624,1700000,700000,15800000,4500000,Approved,58
4326,5,Graduate,No,16250000.0,67200000.0,20,360,21900000,12400000,19000000,5600000,Rejected,43
4327,0,Not Graduate,Yes,24750000.0,130900000.0,20,300,19600000,10000000,32300000,9800000,Rejected,52
4328,3,Not Graduate,No,17250000.0,74900000.0,20,300,22400000,8200000,18300000,5700000,Rejected,67
4329,2,Graduate,Yes,19500000.0,73150000.0,20,362,3100000,6300000,22500000,6400000,Rejected,43
4330,4,Not Graduate,Yes,22500000.0,84000000.0,20,479,19300000,12100000,23200000,8500000,Approved,63
4331,5,Not Graduate,No,11000000.0,56350000.0,20,699,3400000,3500000,6400000,3100000,Approved,62
4332,1,Not Graduate,No,19250000.0,65100000.0,20,359,14200000,3400000,20000000,8500000,Rejected,45
4333,2,Graduate,No,18750000.0,75950000.0,20,570,10100000,5400000,19400000,7100000,Approved,41
4334,3,Not Graduate,No,12750000.0,35000000.0,20,300,800000,200000,10700000,4800000,Rejected,68
4335,1,Not Graduate,Yes,19750000.0,91700000.0,20,702,3800000,7700000,27100000,6600000,Approved,40
4336,2,Not Graduate,Yes,22750000.0,101150000.0,20,300,6400000,5000000,27700000,11300000,Rejected,65
4337,2,Graduate,Yes,500000.0,1750000.0,20,394,0,100000,500000,200000,Rejected,68
4338,0,Not Graduate,Yes,9250000.0,19950000.0,20,300,8300000,8100000,16400000,6000000,Rejected,59
4339,2,Not Graduate,No,9750000.0,44450000.0,20,300,5100000,9500000,9900000,1600000,Rejected,55
4340,2,Not Graduate,Yes,9750000.0,36750000.0,20,336,1400000,1300000,18800000,2000000,Rejected,40
4341,2,Not Graduate,Yes,1750000.0,4200000.0,20,567,1000000,800000,1900000,500000,Approved,40
4342,5,Not Graduate,Yes,15000000.0,44800000.0,20,629,400000,7700000,18900000,5900000,Approved,55
4343,5,Graduate,Yes,7250000.0,31850000.0,20,443,7400000,2900000,7500000,4800000,Approved,50
4344,1,Graduate,Yes,7750000.0,8750000.0,20,311,10400000,0,5100000,1700000,Rejected,40
4345,2,Graduate,Yes,4500000.0,14350000.0,20,631,1200000,100000,4300000,2800000,Approved,66
4346,3,Graduate,No,16000000.0,56350000.0,20,300,3000000,1200000,20100000,5700000,Rejected,45
4347,0,Not Graduate,No,18000000.0,60200000.0,20,631,5600000,6600000,23000000,6100000,Approved,69
4348,2,Not Graduate,No,22750000.0,92050000.0,20,300,9700000,4100000,23000000,8100000,Rejected,44
4349,4,Graduate,Yes,750000.0,2450000.0,20,339,700000,0,1400000,800000,Rejected,44
4350,4,Graduate,Yes,16250000.0,58100000.0,20,309,4000000,5600000,13000000,8000000,Rejected,67
4351,2,Graduate,No,8000000.0,9800000.0,20,300,500000,800000,5700000,1100000,Rejected,52
4352,3,Not Graduate,Yes,4000000.0,13650000.0,20,571,1900000,0,3700000,4800000,Approved,45
4353,0,Not Graduate,No,23500000.0,112000000.0,20,300,1200000,15500000,34100000,11800000,Rejected,51
4354,1,Not Graduate,Yes,19000000.0,83650000.0,20,523,4200000,7000000,21400000,4400000,Approved,52
4355,5,Graduate,Yes,10250000.0,64750000.0,20,624,7400000,2300000,8100000,2800000,Approved,46
4356,3,Graduate,Yes,21750000.0,98350000.0,20,671,8800000,5700000,25300000,6100000,Approved,61
4357,1,Graduate,No,23500000.0,119000000.0,20,501,13300000,9700000,33400000,8800000,Approved,45
4358,1,Not Graduate,No,23000000.0,99050000.0,20,309,2400000,6600000,27400000,9200000,Rejected,54
4359,0,Not Graduate,Yes,2750000.0,8750000.0,20,515,1500000,3100000,2500000,1100000,Approved,40
4360,3,Graduate,Yes,15750000.0,71750000.0,20,497,10500000,6300000,22300000,6600000,Approved,46
4361,3,Not Graduate,Yes,12000000.0,67900000.0,20,677,9500000,2100000,15200000,5500000,Approved,67
4362,3,Graduate,Yes,21500000.0,105350000.0,20,520,5800000,10800000,22400000,6600000,Approved,68
4363,0,Not Graduate,Yes,13250000.0,47950000.0,20,512,3700000,2500000,9700000,4100000,Approved,51
4364,1,Not Graduate,No,22250000.0,97300000.0,20,300,6200000,7100000,25800000,6000000,Rejected,60
4365,3,Not Graduate,No,19000000.0,81550000.0,20,603,12300000,4300000,23100000,10000000,Approved,41
4366,2,Graduate,Yes,19750000.0,91000000.0,20,318,5100000,9700000,27800000,8800000,Rejected,41
4367,3,Graduate,Yes,6750000.0,25550000.0,20,578,3600000,2100000,5100000,1600000,Approved,59
4368,0,Graduate,Yes,10750000.0,57400000.0,20,300,11700000,1000000,19800000,5800000,Rejected,56
4369,4,Graduate,Yes,11750000.0,24500000.0,20,722,2400000,1100000,11800000,2700000,Approved,60
4370,0,Graduate,Yes,9500000.0,19950000.0,20,500,1900000,2900000,9900000,2500000,Approved,42
4371,1,Not Graduate,No,1750000.0,10500000.0,20,676,1300000,100000,600000,800000,Approved,57
4372,2,Not Graduate,Yes,17250000.0,74550000.0,20,638,11400000,9300000,18200000,4900000,Approved,45
4373,2,Not Graduate,Yes,23250000.0,104300000.0,20,528,21200000,9400000,30600000,12300000,Approved,50
4374,1,Not Graduate,No,23000000.0,98350000.0,20,678,12700000,6500000,33000000,7700000,Approved,58
4375,2,Graduate,No,10750000.0,36400000.0,20,300,12800000,4400000,12400000,1200000,Rejected,62
4376,5,Not Graduate,No,6000000.0,25900000.0,20,465,600000,10300000,6400000,1500000,Approved,61
4377,0,Not Graduate,No,11000000.0,37100000.0,20,634,4200000,2200000,7300000,1400000,Approved,62
4378,3,Not Graduate,No,1250000.0,8400000.0,20,300,0,1000000,800000,1000000,Rejected,47
4379,1,Not Graduate,No,21000000.0,95200000.0,20,670,19900000,10000000,24500000,8200000,Approved,59
4380,3,Graduate,Yes,7000000.0,25200000.0,20,579,3300000,2700000,4500000,1600000,Approved,47
4381,0,Graduate,No,20000000.0,63700000.0,20,393,1400000,9400000,18100000,8900000,Rejected,40
4382,0,Graduate,No,12750000.0,51800000.0,20,453,8200000,3800000,14300000,2500000,Approved,56
4383,0,Graduate,No,20500000.0,82600000.0,20,300,15900000,8000000,18500000,8900000,Rejected,65
4384,2,Graduate,Yes,11750000.0,67200000.0,20,564,5100000,100000,7200000,2300000,Approved,55
4385,5,Not Graduate,No,6500000.0,41300000.0,20,516,300000,3800000,13100000,3600000,Approved,47
4386,0,Graduate,Yes,14500000.0,37450000.0,20,744,2400000,900000,15800000,3900000,Approved,68
4387,0,Graduate,Yes,21250000.0,80150000.0,20,635,24000000,5300000,32800000,9500000,Approved,60
4388,0,Graduate,Yes,18000000.0,76650000.0,20,300,12100000,11600000,20500000,8200000,Rejected,61
4389,4,Not Graduate,Yes,11000000.0,48300000.0,20,701,6600000,4300000,12000000,4900000,Approved,60
4390,1,Graduate,No,5250000.0,15400000.0,20,604,8800000,9800000,6000000,3300000,Approved,51
4391,1,Graduate,Yes,2250000.0,6650000.0,20,587,400000,400000,1200000,200000,Approved,64
4392,2,Graduate,No,8750000.0,24150000.0,20,300,2000000,16900000,10100000,1500000,Rejected,48
4393,1,Graduate,Yes,14750000.0,72800000.0,20,312,6100000,10500000,17200000,3700000,Rejected,66
4394,4,Not Graduate,No,20250000.0,80850000.0,20,651,7000000,6600000,20700000,7200000,Approved,56
4395,4,Not Graduate,No,4000000.0,14350000.0,20,577,0,1500000,4900000,1400000,Approved,44
4396,2,Graduate,No,17250000.0,43750000.0,20,710,5100000,7300000,20000000,1200000,Approved,40
4397,4,Not Graduate,No,12750000.0,53900000.0,20,592,14100000,7000000,16800000,7100000,Approved,59
4398,3,Not Graduate,No,22500000.0,93800000.0,20,465,16900000,9900000,30300000,9100000,Approved,60
4399,3,Graduate,No,9250000.0,36050000.0,20,505,1000000,1300000,10200000,2400000,Approved,53
4400,4,Not Graduate,No,12250000.0,45850000.0,20,534,16000000,6400000,14600000,9100000,Approved,67
4401,2,Graduate,Yes,10250000.0,41300000.0,20,737,8000000,1400000,9400000,1900000,Approved,59
4402,1,Not Graduate,No,3500000.0,12950000.0,20,571,1900000,500000,3000000,3500000,Approved,48
4403,4,Not Graduate,No,6000000.0,32200000.0,20,401,7800000,7200000,13600000,1500000,Approved,57
4404,4,Graduate,Yes,6750000.0,23800000.0,20,538,12100000,5400000,9100000,2700000,Approved,51
4405,5,Not Graduate,Yes,14500000.0,53550000.0,20,633,11400000,1900000,25300000,4100000,Approved,48
4406,4,Not Graduate,Yes,7750000.0,21700000.0,20,505,1700000,5800000,5700000,5800000,Approved,44
4407,1,Graduate,Yes,14500000.0,36750000.0,20,421,4200000,200000,17100000,5300000,Approved,49
4408,0,Not Graduate,No,5750000.0,5950000.0,20,707,5700000,3500000,5500000,1600000,Approved,46
4409,0,Graduate,Yes,13250000.0,56000000.0,20,717,9200000,12200000,12900000,3100000,Approved,62
4410,3,Not Graduate,No,19250000.0,79450000.0,20,397,20200000,6000000,30500000,10000000,Rejected,53
4411,2,Graduate,No,14000000.0,47600000.0,20,300,7800000,1700000,19500000,4600000,Rejected,51
4412,2,Not Graduate,Yes,20250000.0,90300000.0,20,577,6700000,10200000,23500000,6300000,Approved,58
4413,3,Graduate,No,22000000.0,72800000.0,20,479,11100000,2500000,31200000,4900000,Approved,63
4414,4,Not Graduate,Yes,15750000.0,65450000.0,20,444,1900000,10900000,10400000,4800000,Approved,60
4415,0,Not Graduate,No,2500000.0,14350000.0,20,454,7100000,500000,2500000,1300000,Approved,51
4416,0,Graduate,Yes,8500000.0,31850000.0,20,546,2400000,100000,4700000,1800000,Approved,59
4417,3,Not Graduate,Yes,3000000.0,18550000.0,20,300,1300000,0,8400000,2400000,Rejected,61
4418,4,Graduate,No,17250000.0,83300000.0,20,475,14200000,4000000,12100000,3100000,Approved,53
4419,2,Graduate,Yes,10250000.0,53900000.0,20,388,1900000,1100000,12000000,5100000,Rejected,62
4420,2,Not Graduate,Yes,12750000.0,34650000.0,20,701,3700000,1200000,18800000,11200000,Approved,53
4421,0,Graduate,Yes,750000.0,4550000.0,20,373,0,300000,2300000,700000,Rejected,41
4422,0,Graduate,Yes,9750000.0,26600000.0,20,300,2700000,1500000,7400000,900000,Rejected,63
4423,3,Graduate,Yes,16000000.0,57050000.0,20,300,15300000,3800000,15300000,4300000,Rejected,56
4424,1,Not Graduate,Yes,4000000.0,8750000.0,20,398,2200000,9100000,3800000,1600000,Rejected,69
4425,1,Graduate,No,19500000.0,84350000.0,20,580,25100000,7100000,16100000,3400000,Approved,48
4426,1,Not Graduate,No,3750000.0,45150000.0,20,668,2100000,1500000,5800000,1300000,Approved,48
4427,0,Graduate,No,10250000.0,42700000.0,20,354,5600000,15200000,19800000,3200000,Rejected,57
4428,2,Graduate,Yes,7000000.0,42350000.0,20,332,2200000,200000,14700000,2600000,Rejected,42
4429,3,Graduate,Yes,8250000.0,36750000.0,20,481,1600000,7100000,7700000,3000000,Approved,42
4430,0,Graduate,No,9500000.0,51800000.0,20,383,5900000,2100000,7700000,3000000,Rejected,47
4431,4,Graduate,No,8000000.0,38150000.0,20,592,24600000,4200000,12800000,3100000,Approved,55
4432,5,Graduate,No,9250000.0,21000000.0,20,327,100000,5600000,6300000,6000000,Rejected,47
4433,2,Not Graduate,Yes,2250000.0,30100000.0,20,547,0,1700000,8800000,600000,Approved,53
4434,0,Not Graduate,Yes,15750000.0,46200000.0,20,320,3200000,500000,15500000,3800000,Rejected,44
4435,0,Not Graduate,Yes,18250000.0,69650000.0,20,636,12800000,2900000,24300000,6100000,Approved,46
4436,5,Not Graduate,No,6500000.0,38150000.0,20,621,600000,5100000,8100000,3200000,Approved,54
4437,0,Not Graduate,Yes,19750000.0,83650000.0,20,626,16200000,11800000,25800000,8200000,Approved,43
